Recipe,Amount,Unit,Ingredient
watermelon-poke-recipe,0.75,14.8,fine-grain sea salt
watermelon-poke-recipe,1.0,14.8,freshly squeezed lemon juice
watermelon-poke-recipe,0.25,236.6,unseasoned (brown) rice vinegar
watermelon-poke-recipe,0.3,236.6,soy sauce (low-sodium is ok)
watermelon-poke-recipe,2.0,14.8,extra-virgin olive oil
watermelon-poke-recipe,2.0,14.8,toasted sesame oil
watermelon-poke-recipe,3.0,453.6,seedless watermelon (small melon)
best-waffle-recipe,1.0,236.6,| 4.5 oz | 120 g whole wheat flour
best-waffle-recipe,2.0,236.6,| 9 oz | 225 g all-purpose flour
best-waffle-recipe,0.5,236.6,| 1.75 oz | 50 g rolled oats or 1/2 cup | 1.5 oz | 40 g wheat germ
best-waffle-recipe,4.0,28.3,| 110 g organic cornstarch or rice flour
best-waffle-recipe,2.0,14.8,fine-grain sea salt
best-waffle-recipe,2.0,14.8,baking powder
best-waffle-recipe,1.0,14.8,baking soda
best-waffle-recipe,4.0,236.6,| 1 L buttermilk
best-waffle-recipe,0.5,236.6,| 4 oz | 115 g butter
best-waffle-recipe,4.0,-1.0,eggs
taco-salad,2.0,14.8,extra virgin coconut or olive oil
taco-salad,8.0,28.4,tempeh
taco-salad,1.0,14.8,taco seasoning
taco-salad,0.3,236.6,ketchup
taco-salad,0.5,236.6,apple cider vinegar
taco-salad,2.0,14.8,coconut nectar
taco-salad,0.25,14.8,salt
taco-salad,1.5,14.8,smoked paprika
taco-salad,1.0,14.8,onion powder
taco-salad,0.3,236.6,organic sunflower oil
taco-salad,14.0,28.4,can black beans
taco-salad,15.0,-1.0,black olives
taco-salad,0.5,236.6,sliced green onions
taco-salad,2.0,-1.0,medium heads of romaine lettuce
taco-salad,1.0,236.6,cilantro
taco-salad,2.0,236.6,tortilla chips
taco-salad,1.0,-1.0,avocado
spicy-instant-pot-taco-soup-recipe,2.0,14.8,extra-virgin olive oil
spicy-instant-pot-taco-soup-recipe,1.0,-1.0,large onion
spicy-instant-pot-taco-soup-recipe,3.0,-1.0,garlic
spicy-instant-pot-taco-soup-recipe,3.0,14.8,taco seasoning
spicy-instant-pot-taco-soup-recipe,0.5,236.6,quinoa
spicy-instant-pot-taco-soup-recipe,4.0,236.6,water
spicy-instant-pot-taco-soup-recipe,0.25,14.8,salt
spicy-instant-pot-taco-soup-recipe,14.0,28.4,cans pinto beans
spicy-instant-pot-taco-soup-recipe,1.5,236.6,corn
spicy-instant-pot-taco-soup-recipe,14.0,28.4,can crushed tomatoes
spicy-instant-pot-taco-soup-recipe,1.0,236.6,favorite
spicy-instant-pot-taco-soup-recipe,0.0,-1.0,toasted pepitas or almonds
classic-macaroni-salad,1.0,453.6,elbow macaroni
classic-macaroni-salad,0.0,236.6,mayo (or vegan mayo)
classic-macaroni-salad,2.0,236.6,celery
classic-macaroni-salad,3.0,14.8,relish
classic-macaroni-salad,1.0,236.6,chopped scallions
classic-macaroni-salad,2.0,14.8,mustard
classic-macaroni-salad,1.0,14.8,fresh lemon juice
classic-macaroni-salad,0.5,14.8,fine grain sea salt
red-fruit-salad-recipe,1.0,453.6,cherries
red-fruit-salad-recipe,1.0,453.6,strawberries
red-fruit-salad-recipe,1.25,14.8,whole coriander seeds
red-fruit-salad-recipe,3.0,14.8,natural cane sugar (or brown sugar)
red-fruit-salad-recipe,0.0,-1.0,bit of lemon zest
spicy-rainbow-chopped-salad,8.0,28.4,firm tofu
spicy-rainbow-chopped-salad,0.0,-1.0,extra virgin olive oil
spicy-rainbow-chopped-salad,0.0,-1.0,fine grain sea salt
spicy-rainbow-chopped-salad,1.0,-1.0,medium head of radicchio
spicy-rainbow-chopped-salad,3.0,236.6,of brown rice
spicy-rainbow-chopped-salad,0.5,236.6,peanuts
spicy-rainbow-chopped-salad,2.0,-1.0,oranges (or blood oranges)
spicy-rainbow-chopped-salad,0.5,236.6,crispy
spicy-rainbow-chopped-salad,2.0,-1.0,big handfuls of chopped herbs (basil
spicy-rainbow-chopped-salad,4.0,-1.0,scallions
spicy-rainbow-chopped-salad,0.75,236.6,cashew milk**
spicy-rainbow-chopped-salad,1.0,14.8,red curry paste
spicy-rainbow-chopped-salad,0.0,-1.0,juice of one lime
spicy-rainbow-chopped-salad,1.0,14.8,sugar or other sweetener
good-chana-masala-recipe,1.0,14.8,olive or sunflower oil
good-chana-masala-recipe,2.0,-1.0,medium onions
good-chana-masala-recipe,1.0,-1.0,piece of ginger
good-chana-masala-recipe,4.0,-1.0,garlic
good-chana-masala-recipe,1.0,-1.0,small serrano chile
good-chana-masala-recipe,2.0,14.8,garam masala
good-chana-masala-recipe,1.0,14.8,turmeric powder
good-chana-masala-recipe,0.25,14.8,cayenne pepper
good-chana-masala-recipe,1.0,14.8,ground coriander
good-chana-masala-recipe,2.0,14.8,ground cumin
good-chana-masala-recipe,0.75,14.8,fine grain salt
good-chana-masala-recipe,2.0,-1.0,medium tomatoes
good-chana-masala-recipe,1.5,236.6,water
good-chana-masala-recipe,2.0,397.0,cans chickpeas
good-chana-masala-recipe,1.0,-1.0,generous tablespoon chana masala powder (I use this one)
good-chana-masala-recipe,0.0,-1.0,lemon or lime
instant-pot-congee-recipe,1.0,236.6,brown jasmine rice
instant-pot-congee-recipe,0.5,236.6,white jasmine rice
instant-pot-congee-recipe,9.0,236.6,water or mushroom broth
instant-pot-congee-recipe,1.0,14.8,fine grain sea salt
instant-pot-congee-recipe,1.25,14.8,ground turmeric
instant-pot-congee-recipe,0.0,-1.0,flash sautéed bok choy pickled shaved mushrooms* soy sauce a spicy chile oil or sriracha sprouts or micro greens a few rogue chickpeas
instant-pot-plov-recipe,3.0,14.8,extra virgin olive oil
instant-pot-plov-recipe,2.0,-1.0,medium yellow onions
instant-pot-plov-recipe,1.0,14.8,red chile flakes
instant-pot-plov-recipe,14.0,28.4,can of chickpeas
instant-pot-plov-recipe,3.0,-1.0,garlic cloves
instant-pot-plov-recipe,0.3,236.6,black olives
instant-pot-plov-recipe,2.0,236.6,boiling water with 1/2 teaspoon salt added
instant-pot-plov-recipe,6.0,28.4,kale or spinach
instant-pot-plov-recipe,0.0,-1.0,a couple handfuls chopped herbs (cilantro
instant-pot-plov-recipe,1.5,236.6,brown basmati rice
shredded-jackfruit-burritos,0.0,-1.0,a 20-ounce can of green jackfruit (in brine or water)
shredded-jackfruit-burritos,1.0,14.8,extra virgin olive oil
shredded-jackfruit-burritos,1.0,-1.0,medium onion
shredded-jackfruit-burritos,0.25,236.6,chopped garlic
shredded-jackfruit-burritos,1.0,14.8,smoked paprika
shredded-jackfruit-burritos,1.5,14.8,taco seasoning (or chili powder)
shredded-jackfruit-burritos,0.5,236.6,water
shredded-jackfruit-burritos,0.0,-1.0,big squeeze of lemon or lime juice
shredded-jackfruit-burritos,0.0,-1.0,scant 1/2 teaspoon of salt
shredded-jackfruit-burritos,6.0,-1.0,tortillas
instant-pot-chili-mac-recipe,3.5,236.6,of favorite chili (or two 14-ounce cans)
instant-pot-chili-mac-recipe,12.0,28.4,beer
instant-pot-chili-mac-recipe,0.5,236.6,/ 4 ounces water
instant-pot-chili-mac-recipe,2.0,236.6,of dried elbow pasta
instant-pot-chili-mac-recipe,0.0,-1.0,a generous splash of cashew or coconut milk
quick-shredded-tofu-stir-fry,1.0,-1.0,small Serrano pepper
quick-shredded-tofu-stir-fry,0.25,14.8,fine grain sea salt
quick-shredded-tofu-stir-fry,1.0,14.8,white wine vinegar
quick-shredded-tofu-stir-fry,1.0,14.8,runny honey
quick-shredded-tofu-stir-fry,4.0,14.8,/ 60 ml extra virgin olive oil
quick-shredded-tofu-stir-fry,1.0,14.8,crème fraiche
quick-shredded-tofu-stir-fry,2.0,236.6,/ 2 oz / 55 g pea shoots
quick-shredded-tofu-stir-fry,8.0,28.4,/ 225 g extra-firm tofu
quick-shredded-tofu-stir-fry,0.5,236.6,/ 2.5 oz / 70 g well-toasted pepitas
quick-shredded-tofu-stir-fry,3.0,14.8,(black) sesame seeds
slow-cooker-black-bean-chili,2.0,14.8,extra virgin olive oil
slow-cooker-black-bean-chili,2.0,-1.0,medium onions
slow-cooker-black-bean-chili,4.0,-1.0,garlic
slow-cooker-black-bean-chili,5.0,-1.0,stalks of celery
slow-cooker-black-bean-chili,2.0,-1.0,medium carrots
slow-cooker-black-bean-chili,2.0,-1.0,chopped chipotle pepper in adobo sauce
slow-cooker-black-bean-chili,2.0,14.8,chili powder
slow-cooker-black-bean-chili,1.5,14.8,fine grain sea salt
slow-cooker-black-bean-chili,1.0,453.6,of black beans
slow-cooker-black-bean-chili,28.0,28.4,can of whole tomatoes in juice
slow-cooker-black-bean-chili,3.5,236.6,water / broth
slow-cooker-black-bean-chili,0.3,236.6,Kahlua or other coffee liqueur
instant-pot-brown-rice-bowl,2.0,236.6,water
instant-pot-brown-rice-bowl,2.0,14.8,of a favorite curry paste
instant-pot-brown-rice-bowl,0.5,14.8,fine grain sea salt
instant-pot-brown-rice-bowl,1.5,236.6,brown basmati rice
instant-pot-brown-rice-bowl,1.0,236.6,chickpeas
instant-pot-fiasco-beans-recipe,1.0,453.6,/ 433 g dried borlotti (cranberry) or cannellini beans
instant-pot-fiasco-beans-recipe,6.0,236.6,/ 1.5 L water
instant-pot-fiasco-beans-recipe,0.25,236.6,olive oil
instant-pot-fiasco-beans-recipe,5.0,-1.0,medium cloves garlic
instant-pot-fiasco-beans-recipe,5.0,-1.0,medium sage leaves
instant-pot-fiasco-beans-recipe,0.5,14.8,crushed red pepper flakes
instant-pot-fiasco-beans-recipe,0.0,-1.0,scant 1 teaspoon fine grain sea salt
instant-pot-fiasco-beans-recipe,5.0,-1.0,big handfuls of kale
instant-pot-fiasco-beans-recipe,0.0,-1.0,herbs
nikkis-sweet-potatoes,2.5,453.6,orange-fleshed sweet potatoes
nikkis-sweet-potatoes,0.3,236.6,coconut milk or non-dairy milk
nikkis-sweet-potatoes,1.0,14.8,fresh ginger
nikkis-sweet-potatoes,0.5,14.8,fine-grain sea salt
nikkis-sweet-potatoes,0.3,236.6, unsweetened grated coconut
nikkis-sweet-potatoes,2.0,14.8,olive oil or melted butter
nikkis-sweet-potatoes,0.3,236.6,toasted macadamia nuts
zucchini-ricotta-cheesecake-recipe,2.0,236.6,zucchini
zucchini-ricotta-cheesecake-recipe,1.0,14.8,fine grain sea salt
zucchini-ricotta-cheesecake-recipe,2.5,236.6,ricotta cheese
zucchini-ricotta-cheesecake-recipe,0.5,236.6,Parmesan cheese
zucchini-ricotta-cheesecake-recipe,2.0,-1.0,shallots
zucchini-ricotta-cheesecake-recipe,2.0,-1.0,garlic
zucchini-ricotta-cheesecake-recipe,0.25,236.6,fresh dill
zucchini-ricotta-cheesecake-recipe,0.0,-1.0,zest of one lemon
zucchini-ricotta-cheesecake-recipe,2.0,-1.0,large eggs
zucchini-ricotta-cheesecake-recipe,0.3,236.6,goat cheese
zucchini-ricotta-cheesecake-recipe,0.5,14.8,olive oil
simple-carrot-soup,2.0,14.8,unsalted butter or extra-virgin coconut oil
simple-carrot-soup,1.0,-1.0,onion
simple-carrot-soup,0.0,-1.0,scant 1 tablespoon red curry paste
simple-carrot-soup,2.0,453.6,carrots
simple-carrot-soup,14.0,28.4,can full-fat coconut milk
simple-carrot-soup,1.5,14.8,sea salt
simple-carrot-soup,1.5,236.6,/ 360 ml of water
simple-carrot-soup,1.0,-1.0,lemon or lime
simple-carrot-soup,0.0,-1.0,micro greens / cilantro
thai-zucchini-soup,2.0,14.8,coconut oil oil or clarified butter
thai-zucchini-soup,1.0,236.6,sliced shallots (or onion)
thai-zucchini-soup,2.0,14.8,green curry paste
thai-zucchini-soup,1.0,-1.0,can coconut milk (full fat)
thai-zucchini-soup,6.0,-1.0,medium zucchini
thai-zucchini-soup,1.0,236.6,water
thai-zucchini-soup,0.0,-1.0,juice of one lime
thai-zucchini-soup,0.0,-1.0,cooked brown rice (or other grain)
stuffed-shells-recipe,0.0,-1.0,zest of one lemon
stuffed-shells-recipe,0.3,236.6,/ 80 ml extra virgin olive oil
stuffed-shells-recipe,1.5,14.8,crushed red pepper flakes
stuffed-shells-recipe,0.0,-1.0,scant 3/4 teaspoon fine grain sea salt
stuffed-shells-recipe,4.0,-1.0,medium cloves of garlic
stuffed-shells-recipe,28.0,28.4,can crushed red tomatoes
stuffed-shells-recipe,14.0,28.4,can crushed red tomatoes
stuffed-shells-recipe,15.0,28.4,container ricotta cheese
stuffed-shells-recipe,1.0,-1.0,egg
stuffed-shells-recipe,0.25,14.8,fine grain sea salt
stuffed-shells-recipe,1.0,236.6,/ ~5 oz grated mozzarella
stuffed-shells-recipe,1.0,-1.0,bunch of chives
stuffed-shells-recipe,30.0,-1.0,jumbo dried pasta shells
lemongrass-turmeric-curry-paste,4.0,-1.0,lemongrass stalks
lemongrass-turmeric-curry-paste,6.0,-1.0,medium garlic cloves
lemongrass-turmeric-curry-paste,6.0,-1.0,medium shallots
lemongrass-turmeric-curry-paste,3.0,-1.0,medium serrano chiles
lemongrass-turmeric-curry-paste,3.0,-1.0,piece of ginger
lemongrass-turmeric-curry-paste,1.5,14.8,ground cumin
lemongrass-turmeric-curry-paste,2.0,14.8,ground turmeric
lemongrass-turmeric-curry-paste,0.25,236.6,good extra-virgin coconut
whole-wheat-blackberry-ricotta-scones,1.0,236.6,(120 grams) whole-wheat flour
whole-wheat-blackberry-ricotta-scones,1.0,236.6,(125 grams) all-purpose flour
whole-wheat-blackberry-ricotta-scones,1.0,14.8,(15 grams) baking powder
whole-wheat-blackberry-ricotta-scones,0.25,236.6,(50 grams) sugar
whole-wheat-blackberry-ricotta-scones,0.5,14.8,fine grain sea salt
whole-wheat-blackberry-ricotta-scones,6.0,14.8,(3 ounces or 85 grams) unsalted butter
whole-wheat-blackberry-ricotta-scones,1.0,236.6,(4 3/4 ounces or 135 grams) fresh blackberries
whole-wheat-blackberry-ricotta-scones,0.75,236.6,(190 grams) whole-milk ricotta
whole-wheat-blackberry-ricotta-scones,0.3,236.6,(80 ml) heavy cream
simple-tomato-soup-recipe,4.0,14.8,unsalted butter
simple-tomato-soup-recipe,2.0,-1.0,medium yellow onions
simple-tomato-soup-recipe,1.0,14.8,fine grain sea salt
simple-tomato-soup-recipe,3.0,14.8,curry powder
simple-tomato-soup-recipe,1.0,14.8,ground coriander
simple-tomato-soup-recipe,1.0,14.8,ground cumin
simple-tomato-soup-recipe,0.5,14.8,chile flakes
simple-tomato-soup-recipe,2.0,-1.0,(28-ounce) cans whole tomatoes (pref. fire-roasted)
simple-tomato-soup-recipe,1.0,397.0,can coconut milk
lemony-olive-oil-banana-bread-recipe,1.0,236.6,/ 4.5 oz / 125g all-purpose flour
lemony-olive-oil-banana-bread-recipe,1.0,236.6,/ 5 oz / 140g whole wheat flour
lemony-olive-oil-banana-bread-recipe,0.75,236.6,/ 4.5 oz / 125 g dark muscovado or dark brown sugar
lemony-olive-oil-banana-bread-recipe,0.75,14.8,baking soda
lemony-olive-oil-banana-bread-recipe,0.5,14.8,kosher salt
lemony-olive-oil-banana-bread-recipe,1.0,236.6,/ 4 oz / 115 g coarsely chopped bittersweet chocolate
lemony-olive-oil-banana-bread-recipe,0.3,236.6,/ 80 ml extra-virgin olive oil
lemony-olive-oil-banana-bread-recipe,2.0,-1.0,large eggs
lemony-olive-oil-banana-bread-recipe,1.5,236.6,/ 12 oz / 340 g mashed
lemony-olive-oil-banana-bread-recipe,0.25,236.6,/ 60 ml plain
lemony-olive-oil-banana-bread-recipe,1.0,14.8,freshly grated lemon zest
lemony-olive-oil-banana-bread-recipe,1.0,14.8,vanilla extract
lemony-olive-oil-banana-bread-recipe,0.5,236.6,/ 3 oz / 85 g sifted dark muscovado or dark brown sugar
lemony-olive-oil-banana-bread-recipe,0.5,236.6,/ 2 oz / 55g confectioners' sugar
lemony-olive-oil-banana-bread-recipe,4.0,14.8,freshly squeezed lemon juice
sea-salt-baked-potatoes,2.0,-1.0,large baking potatoes
sea-salt-baked-potatoes,0.0,-1.0,flaky sea salt
sea-salt-baked-potatoes,0.0,-1.0,butter or olive oil
sea-salt-baked-potatoes,2.0,-1.0,large handfuls of arugula
sea-salt-baked-potatoes,1.0,14.8,Champagne or tarragon vinegar
sea-salt-baked-potatoes,1.0,14.8,Dijon mustard
sea-salt-baked-potatoes,0.0,-1.0,a egg yolk
sea-salt-baked-potatoes,0.3,236.6,extra-virgin olive oil
sea-salt-baked-potatoes,2.0,14.8,grated Parmesan
sea-salt-baked-potatoes,2.0,14.8,freshly squeezed lemon juice
whole-wheat-oatmeal-chocolate-chip-cookies,2.75,236.6,/ 9 oz / 255 rolled oats (not instant)
whole-wheat-oatmeal-chocolate-chip-cookies,1.0,236.6,/ 4.5 oz / 125 g whole wheat flour
whole-wheat-oatmeal-chocolate-chip-cookies,0.6,236.6,/ 1 1/2 oz / 45 g wheat bran (or germ)
whole-wheat-oatmeal-chocolate-chip-cookies,1.0,14.8,baking soda
whole-wheat-oatmeal-chocolate-chip-cookies,1.5,14.8,baking powder
whole-wheat-oatmeal-chocolate-chip-cookies,1.0,14.8,fine grain sea salt
whole-wheat-oatmeal-chocolate-chip-cookies,1.0,236.6,/ 8 oz / 225 g unsalted butter
whole-wheat-oatmeal-chocolate-chip-cookies,1.0,236.6,/ 6.5 oz / 185 g natural cane sugar or light brown sugar
whole-wheat-oatmeal-chocolate-chip-cookies,1.0,236.6,/ 6 oz / 170 g firmly packed Muscovado or dark brown sugar
whole-wheat-oatmeal-chocolate-chip-cookies,2.0,-1.0,large eggs
whole-wheat-oatmeal-chocolate-chip-cookies,2.0,14.8,vanilla extract
whole-wheat-oatmeal-chocolate-chip-cookies,10.0,28.3,/ 285 g semi-sweet chocolate bar
healthy-cookie-recipe,1.0,14.8,vanilla extract
healthy-cookie-recipe,0.25,236.6,coconut oil
healthy-cookie-recipe,2.0,236.6,rolled oats
healthy-cookie-recipe,0.6,236.6,almond meal
healthy-cookie-recipe,0.3,236.6,coconut
healthy-cookie-recipe,0.5,14.8,cinnamon
healthy-cookie-recipe,0.5,14.8,fine grain sea salt
healthy-cookie-recipe,1.0,14.8,baking powder
healthy-cookie-recipe,7.0,28.4,chocolate chips or dark chocolate bar chopped
thousand-layer-lasagna-recipe,1.0,453.6,fresh egg pasta sheets (or make some from scratch)
thousand-layer-lasagna-recipe,0.0,-1.0,butter to prep baking dish
thousand-layer-lasagna-recipe,3.0,14.8,extra-virgin olive oil
thousand-layer-lasagna-recipe,1.0,14.8,fine grain sea salt
thousand-layer-lasagna-recipe,1.0,14.8,crushed red pepper flakes
thousand-layer-lasagna-recipe,1.0,-1.0,garlic
thousand-layer-lasagna-recipe,1.0,793.8,can crushed organic tomatoes
thousand-layer-lasagna-recipe,0.0,-1.0,zest of one lemon
thousand-layer-lasagna-recipe,3.0,113.4,balls of fresh mozzarella
curried-tomato-tortellini-soup,4.0,-1.0,big handfuls spinach
curried-tomato-tortellini-soup,2.0,14.8,extra virgin olive oil
curried-tomato-tortellini-soup,1.0,-1.0,medium yellow onion
curried-tomato-tortellini-soup,3.0,-1.0,garlic
curried-tomato-tortellini-soup,2.5,14.8,curry powder
curried-tomato-tortellini-soup,0.75,14.8,sweet (or smoked) paprika
curried-tomato-tortellini-soup,0.5,14.8,ground turmeric
curried-tomato-tortellini-soup,0.75,14.8,red chile flakes
curried-tomato-tortellini-soup,28.0,28.4,can whole tomatoes
curried-tomato-tortellini-soup,0.75,236.6,dried red lentils
curried-tomato-tortellini-soup,4.0,236.6,water
curried-tomato-tortellini-soup,1.0,14.8,fine grain sea salt
curried-tomato-tortellini-soup,8.0,28.4,/ 1/2 pound fresh tortellini
citrus-rice,3.0,14.8,olive oil or butter
citrus-rice,2.0,236.6,chopped celery (and leaves)
citrus-rice,3.0,14.8,instant minced onions OR French onion dip mix
citrus-rice,1.0,14.8,salt
citrus-rice,2.0,236.6,brown basmati rice
citrus-rice,2.0,236.6,orange juice
citrus-rice,2.0,236.6,water
citrus-rice,1.0,236.6,chopped carrots
citrus-rice,1.0,236.6,toasted cashews
citrus-rice,1.0,-1.0,bunch chopped scallions
salsa-recipe,2.0,453.6,Roma tomatoes (or similar)
salsa-recipe,1.0,-1.0,medium white onion
salsa-recipe,1.0,-1.0,large garlic clove
salsa-recipe,0.0,-1.0,a couple pinches of finely ground sea salt
salsa-recipe,3.0,14.8,of extra-virgin olive oil
salsa-recipe,1.0,-1.0,medium dried guajillo chile pepper
salsa-recipe,2.0,-1.0,chipotles in adobo sauce (canned)
salsa-recipe,0.5,236.6,cilantro
how-to-make-a-great-vegetarian-poke-bowl,1.25,236.6,cooked short-grain rice
how-to-make-a-great-vegetarian-poke-bowl,0.3,236.6,watermelon poke
how-to-make-a-great-vegetarian-poke-bowl,0.5,236.6,organic tofu
how-to-make-a-great-vegetarian-poke-bowl,0.25,236.6,sprouts or micro greens
how-to-make-a-great-vegetarian-poke-bowl,0.25,236.6,lightly-cooked asparagus (or other seasonal veg.)
how-to-make-a-great-vegetarian-poke-bowl,0.25,-1.0,small avocado
how-to-make-a-great-vegetarian-poke-bowl,0.0,-1.0,soy sauce
peace-love-dip,1.0,-1.0, ripe avocado (about 1 cup)
peace-love-dip,1.0,236.6,chickpeas
peace-love-dip,1.0,236.6,cashews or almonds
peace-love-dip,2.0,14.8,freshly squeezed lime juice
peace-love-dip,2.0,14.8,freshly squeezed orange juice
peace-love-dip,1.0,-1.0,chunk of ginger
peace-love-dip,2.0,-1.0,medium cloves garlic
peace-love-dip,0.5,14.8,cayenne pepper
peace-love-dip,0.5,14.8,fine grain sea salt
peace-love-dip,2.0,14.8,favorite curry powder
peace-love-dip,1.0,14.8,maple syrup
peace-love-dip,0.25,236.6,water
carrot-bean-salad,0.25,236.6,extra-virgin olive oil
carrot-bean-salad,3.0,14.8,fresh lemon juice
carrot-bean-salad,0.25,14.8,fine grain salt
carrot-bean-salad,0.5,236.6,thinly sliced shallots
carrot-bean-salad,0.0,-1.0,more olive oil (or ghee) for cooking
carrot-bean-salad,2.0,236.6,sliced carrots
carrot-bean-salad,3.0,236.6,cooked white beans
carrot-bean-salad,0.0,-1.0,scant 1/4 cup chopped fresh dill (or basil)
carrot-bean-salad,2.0,14.8,brown sugar (or honey)
carrot-bean-salad,0.3,236.6,sliced almonds
grilled-zucchini-bread-salad,0.5,453.6,loaf of multi-grain bread
grilled-zucchini-bread-salad,2.0,453.6,(4 medium or 2 XL)  zucchini
grilled-zucchini-bread-salad,0.25,236.6,extra virgin olive oil
grilled-zucchini-bread-salad,0.3,236.6,ponzu
grilled-zucchini-bread-salad,1.0,14.8,toasted sesame oil
grilled-zucchini-bread-salad,1.0,-1.0,medium serrano pepper
grilled-zucchini-bread-salad,2.0,-1.0,garlic
grilled-zucchini-bread-salad,14.0,28.4,can of chickpeas
tlt-sandwich,3.0,14.8,olive oil
tlt-sandwich,0.25,236.6,shoyu sauce (or soy sauce)
tlt-sandwich,2.0,14.8,balsamic vinegar
tlt-sandwich,2.0,14.8,brown sugar (or maple syrup)
tlt-sandwich,3.0,14.8,adobo sauce from a can of chipotle peppers
tlt-sandwich,8.0,28.4,of tempeh
tlt-sandwich,1.0,-1.0,small basket of cherry tomatoes (2 cups)
